MAL_ID	Name	Score	Genders	English name	Japanese name	Type	Episodes	Aired	Premiered	Producers	Licensors	Studios	Source	Duration	Rating	Ranked	Popularity	Members	Favorites	Watching	Completed	On-Hold	Dropped	Plan to Watch	Score-10	Score-9	Score-8	Score-7	Score-6	Score-5	Score-4	Score-3	Score-2	Score-1	Theme	Demographic	Themes	Genre	Spanish	French	German	Demographics	Previewed
1720	To Heart 2 OVA		Comedy, Drama, Romance, Harem, School	Unknown	トゥハート2 OVA	OVA	3	Feb 28, 2007 to Sep 28, 2007	Unknown	Unknown	Unknown	Chaos Project	Visual novel	28 min. per ep.	PG-13 - Teens 13 or older	"4868"	7182	7031	9	233	3926	182	154	2536	142	197	532	875	545	228	93	44	20	24			"Harem
           

            Harem
           
           ,
           
            School
           

            School"						
1720	To Heart 2 OVA		Comedy, Drama, Romance, Harem, School	Unknown	トゥハート2 OVA	OVA	3	Feb 28, 2007 to Sep 28, 2007	Unknown	Unknown	Unknown	Chaos Project	Visual novel	28 min. per ep.	PG-13 - Teens 13 or older	"4868"	7182	7031	9	233	3926	182	154	2536	142	197	532	875	545	228	93	44	20	24			"Harem
           

            Harem
           
           ,
           
            School
           

            School"						
1795	Dirty Pair: Bouryaku no 005-bin		Action, Adventure, Comedy, Sci-Fi, Detective	Original Dirty Pair:Flight 005 Conspiracy	ダーティペア　謀略の００５便	OVA	1	Jan 25, 1990	Unknown	Unknown	ADV Films, Nozomi Entertainment	Sunrise	Light novel	59 min.	PG-13 - Teens 13 or older	"5304"	8323	4910	3	170	2839	79	73	1749	84	115	358	658	419	195	79	22	11	13	"Detective
            

             Detective"						Dirty Pair:Verschwörung um Flug 005		
1795	Dirty Pair: Bouryaku no 005-bin		Action, Adventure, Comedy, Sci-Fi, Detective	Original Dirty Pair:Flight 005 Conspiracy	ダーティペア　謀略の００５便	OVA	1	Jan 25, 1990	Unknown	Unknown	ADV Films, Nozomi Entertainment	Sunrise	Light novel	59 min.	PG-13 - Teens 13 or older	"5304"	8323	4910	3	170	2839	79	73	1749	84	115	358	658	419	195	79	22	11	13	"Detective
            

             Detective"						Dirty Pair:Verschwörung um Flug 005		
1827	Seirei no Moribito		Action, Adventure, Fantasy	Moribito - Guardian of the Spirit	精霊の守り人	TV	26	Apr 7, 2007 to Sep 29, 2007	Spring 2007	Geneon Universal Entertainment, Dentsu, NHK Enterprises	VIZ Media, Media Blasters, Sentai Filmworks, Geneon Entertainment USA	Production I.G	Novel	25 min. per ep.	PG-13 - Teens 13 or older	"442"	1083	215883	2713	12512	88250	9216	5957	99948	10644	19534	24067	13934	4819	2023	610	232	108	183					Moribito:Guardíán del Espíritu Sagrado	Moribito:Guardian Of The Spirit	Guardian of the Spirit		
1827	Seirei no Moribito		Action, Adventure, Fantasy	Moribito - Guardian of the Spirit	精霊の守り人	TV	26	Apr 7, 2007 to Sep 29, 2007	Spring 2007	Geneon Universal Entertainment, Dentsu, NHK Enterprises	VIZ Media, Media Blasters, Sentai Filmworks, Geneon Entertainment USA	Production I.G	Novel	25 min. per ep.	PG-13 - Teens 13 or older	"442"	1083	215883	2713	12512	88250	9216	5957	99948	10644	19534	24067	13934	4819	2023	610	232	108	183					Moribito:Guardíán del Espíritu Sagrado	Moribito:Guardian Of The Spirit	Guardian of the Spirit		
2020	One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou		Comedy, Fantasy, Historical, Shounen	One Piece:The Detective Memoirs of Chief Straw Hat Luffy	ワンピース 年末特別企画！麦わらのルフィ親分捕物帖	Special	1	Dec 18, 2005	Unknown	Unknown	Unknown	Toei Animation	Manga	42 min.	PG-13 - Teens 13 or older	"3131"	3753	33144	20	429	26109	373	301	5932	1859	1513	3179	5199	2866	1294	368	169	79	84	"Historical
            

             Historical"	"Shounen
            

             Shounen"							
2020	One Piece: Nenmatsu Tokubetsu Kikaku! Mugiwara no Luffy Oyabun Torimonochou		Comedy, Fantasy, Historical, Shounen	One Piece:The Detective Memoirs of Chief Straw Hat Luffy	ワンピース 年末特別企画！麦わらのルフィ親分捕物帖	Special	1	Dec 18, 2005	Unknown	Unknown	Unknown	Toei Animation	Manga	42 min.	PG-13 - Teens 13 or older	"3131"	3753	33144	20	429	26109	373	301	5932	1859	1513	3179	5199	2866	1294	368	169	79	84	"Historical
            

             Historical"	"Shounen
            

             Shounen"							
2070	Guy: Youma Kakusei		Action, Sci-Fi, Hentai, Space	Guy:Double Target	ガイ 妖魔覚醒	OVA	2	Dec 6, 1988 to Jul 15, 1992	Unknown	Unknown	SoftCel Pictures	AIC	Unknown	35 min. per ep.	Rx - Hentai	"N/A"	9940	2773	3	171	1264	85	141	1112	42	27	63	134	231	200	115	61	39	46	"Space
            

             Space"					Guy:Opération Code Target			
2070	Guy: Youma Kakusei		Action, Sci-Fi, Hentai, Space	Guy:Double Target	ガイ 妖魔覚醒	OVA	2	Dec 6, 1988 to Jul 15, 1992	Unknown	Unknown	SoftCel Pictures	AIC	Unknown	35 min. per ep.	Rx - Hentai	"N/A"	9940	2773	3	171	1264	85	141	1112	42	27	63	134	231	200	115	61	39	46	"Space
            

             Space"					Guy:Opération Code Target			
2129	True Tears		Drama, Romance, Love Polygon, School	True Tears	true tears	TV	13	Jan 6, 2008 to Mar 30, 2008	Winter 2008	Bandai Visual, Lantis	Bandai Entertainment, Discotek Media, Bandai Visual USA	P.A. Works	Original	24 min. per ep.	PG-13 - Teens 13 or older	"2710"	1089	215172	927	7618	124289	4582	4797	73886	7240	13821	26468	26974	14061	6578	3009	1231	616	672			"Love Polygon
           

            Love Polygon
           
           ,
           
            School
           

            School"						
2129	True Tears		Drama, Romance, Love Polygon, School	True Tears	true tears	TV	13	Jan 6, 2008 to Mar 30, 2008	Winter 2008	Bandai Visual, Lantis	Bandai Entertainment, Discotek Media, Bandai Visual USA	P.A. Works	Original	24 min. per ep.	PG-13 - Teens 13 or older	"2710"	1089	215172	927	7618	124289	4582	4797	73886	7240	13821	26468	26974	14061	6578	3009	1231	616	672			"Love Polygon
           

            Love Polygon
           
           ,
           
            School
           

            School"						
2365	Grandeek		Adventure, Fantasy	Unknown	GRANDEEK	OVA	1	Nov 1, 2000	Unknown	SME Visual Works, Movic	Unknown	Group TAC, animate Film	Unknown	45 min.	R - 17+ (violence & profanity)	"11492"	10829	2110	3	94	960	43	68	945	25	11	38	94	174	162	93	52	39	22									
2365	Grandeek		Adventure, Fantasy	Unknown	GRANDEEK	OVA	1	Nov 1, 2000	Unknown	SME Visual Works, Movic	Unknown	Group TAC, animate Film	Unknown	45 min.	R - 17+ (violence & profanity)	"11492"	10829	2110	3	94	960	43	68	945	25	11	38	94	174	162	93	52	39	22									
2386	One Piece: Yume no Soccer Ou!		Comedy, Fantasy, Sports, Team Sports, Shounen	One Piece:Dream Soccer King	ワンピース 夢のサッカー王!	Movie	1	Mar 2, 2002	Unknown	Unknown	Unknown	Toei Animation	Manga	5 min.	PG-13 - Teens 13 or older	"3667"	3189	45153	20	449	37935	317	323	6129	2865	2259	4252	7062	4481	2357	757	358	132	152	"Team Sports
            

             Team Sports"	"Shounen
            

             Shounen"							
2386	One Piece: Yume no Soccer Ou!		Comedy, Fantasy, Sports, Team Sports, Shounen	One Piece:Dream Soccer King	ワンピース 夢のサッカー王!	Movie	1	Mar 2, 2002	Unknown	Unknown	Unknown	Toei Animation	Manga	5 min.	PG-13 - Teens 13 or older	"3667"	3189	45153	20	449	37935	317	323	6129	2865	2259	4252	7062	4481	2357	757	358	132	152	"Team Sports
            

             Team Sports"	"Shounen
            

             Shounen"							
2393	Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai		Adventure, Comedy, Fantasy, Kids	Doraemon the Movie:Nobita and the Windmasters	映画 ドラえもん のび太とふしぎ風使い	Movie	1	Mar 8, 2003	Unknown	Unknown	Unknown	Shin-Ei Animation	Unknown	1 hr. 20 min.	PG - Children	"2452"	6239	9993	5	134	8879	58	145	777	616	700	1461	2087	905	413	96	33	21	28		"Kids
            

             Kids"			Doraemon Película 24:Doraemon y los Dioses del Viento				
2393	Doraemon Movie 24: Nobita to Fushigi Kaze Tsukai		Adventure, Comedy, Fantasy, Kids	Doraemon the Movie:Nobita and the Windmasters	映画 ドラえもん のび太とふしぎ風使い	Movie	1	Mar 8, 2003	Unknown	Unknown	Unknown	Shin-Ei Animation	Unknown	1 hr. 20 min.	PG - Children	"2452"	6239	9993	5	134	8879	58	145	777	616	700	1461	2087	905	413	96	33	21	28		"Kids
            

             Kids"			Doraemon Película 24:Doraemon y los Dioses del Viento				
2409	Gokudou-kun Manyuuki		Adventure, Comedy, Fantasy	Gokudo	ゴクドーくん漫遊記	TV	26	Apr 2, 1999 to Sep 24, 1999	Spring 1999	SoftX	Media Blasters, Discotek Media	Trans Arts	Light novel	23 min. per ep.	PG-13 - Teens 13 or older	"2080"	5224	15512	140	913	7110	737	752	6000	585	826	1467	1600	778	407	152	67	17	31					Jester:El Aventurero				
2409	Gokudou-kun Manyuuki		Adventure, Comedy, Fantasy	Gokudo	ゴクドーくん漫遊記	TV	26	Apr 2, 1999 to Sep 24, 1999	Spring 1999	SoftX	Media Blasters, Discotek Media	Trans Arts	Light novel	23 min. per ep.	PG-13 - Teens 13 or older	"2080"	5224	15512	140	913	7110	737	752	6000	585	826	1467	1600	778	407	152	67	17	31					Jester:El Aventurero				
2498	Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi		Sports, School, Team Sports, Shounen	Unknown	スラムダンク 湘北最大の危機！燃えろ桜木花道	Movie	1	Mar 4, 1995	Unknown	Unknown	Unknown	Toei Animation	Manga	40 min.	PG-13 - Teens 13 or older	"1651"	5041	17052	13	314	12088	215	192	4243	936	935	2385	2632	986	353	79	27	19	23		"Shounen
           

            Shounen"	"School
           

            School
           
           ,
           
            Team Sports
           

            Team Sports"	"Sports
           

            Sports"					
2498	Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi		Sports, School, Team Sports, Shounen	Unknown	スラムダンク 湘北最大の危機！燃えろ桜木花道	Movie	1	Mar 4, 1995	Unknown	Unknown	Unknown	Toei Animation	Manga	40 min.	PG-13 - Teens 13 or older	"1651"	5041	17052	13	314	12088	215	192	4243	936	935	2385	2632	986	353	79	27	19	23		"Shounen
           

            Shounen"	"School
           

            School
           
           ,
           
            Team Sports
           

            Team Sports"	"Sports
           

            Sports"					
2551	Nessa no Wakusei		Sci-Fi, Hentai	Bondage Queen Kate	熱砂の惑星	OVA	2	Jul 21, 1994 to Mar 25, 1995	Unknown	Five Ways	Media Blasters	J.C.Staff	Unknown	45 min. per ep.	Rx - Hentai	"N/A"	10965	2020	0	132	1030	78	136	644	36	17	31	67	127	152	105	75	47	47									
2551	Nessa no Wakusei		Sci-Fi, Hentai	Bondage Queen Kate	熱砂の惑星	OVA	2	Jul 21, 1994 to Mar 25, 1995	Unknown	Five Ways	Media Blasters	J.C.Staff	Unknown	45 min. per ep.	Rx - Hentai	"N/A"	10965	2020	0	132	1030	78	136	644	36	17	31	67	127	152	105	75	47	47									
2552	Tetsuko no Tabi		Comedy, Slice of Life, Seinen	Unknown	鉄子の旅	TV	13	Jun 24, 2007 to Sep 23, 2007	Summer 2007	Shogakukan-Shueisha Productions, Toei Video, Tohokushinsha Film Corporation, Shogakukan	Unknown	Group TAC	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"8099"	10034	2705	7	219	596	190	277	1423	35	15	73	162	138	84	50	17	11	18		"Seinen
           

            Seinen"							
2552	Tetsuko no Tabi		Comedy, Slice of Life, Seinen	Unknown	鉄子の旅	TV	13	Jun 24, 2007 to Sep 23, 2007	Summer 2007	Shogakukan-Shueisha Productions, Toei Video, Tohokushinsha Film Corporation, Shogakukan	Unknown	Group TAC	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"8099"	10034	2705	7	219	596	190	277	1423	35	15	73	162	138	84	50	17	11	18		"Seinen
           

            Seinen"							
2689	Akai Koudan Zillion: Utahime Yakyoku		Action, Adventure, Sci-Fi	Zillion:Burning Night	赤い光弾ジリオン 歌姫夜曲	OVA	1	Jun 21, 1988	Unknown	Tatsunoko Production	Funimation	Production I.G	Mixed media	47 min.	PG-13 - Teens 13 or older	"10751"	11575	1616	1	63	804	47	87	615	24	19	40	103	108	123	75	33	19	21									
2689	Akai Koudan Zillion: Utahime Yakyoku		Action, Adventure, Sci-Fi	Zillion:Burning Night	赤い光弾ジリオン 歌姫夜曲	OVA	1	Jun 21, 1988	Unknown	Tatsunoko Production	Funimation	Production I.G	Mixed media	47 min.	PG-13 - Teens 13 or older	"10751"	11575	1616	1	63	804	47	87	615	24	19	40	103	108	123	75	33	19	21									
2788	Stratosphera no Yousei		Drama, Romance, Sci-Fi, Hentai	Nymphs of the Stratosphere	ストラトスフェラの妖精	OVA	3	Nov 21, 2002 to Dec 26, 2002	Unknown	Unknown	Media Blasters	Unknown	Original	30 min. per ep.	Rx - Hentai	"N/A"	9449	3315	2	235	1691	139	191	1059	70	37	97	180	218	231	126	79	43	54									
2788	Stratosphera no Yousei		Drama, Romance, Sci-Fi, Hentai	Nymphs of the Stratosphere	ストラトスフェラの妖精	OVA	3	Nov 21, 2002 to Dec 26, 2002	Unknown	Unknown	Media Blasters	Unknown	Original	30 min. per ep.	Rx - Hentai	"N/A"	9449	3315	2	235	1691	139	191	1059	70	37	97	180	218	231	126	79	43	54									
2946	Angel Core: Tenshi-tachi no Sumika		Action, Hentai, Historical, Mecha, Military	Angel Core	ANGEL CORE エンゼル・コア～天使たちの住処～	OVA	2	Jan 25, 2003 to Apr 25, 2003	Unknown	Blue Eyes	Unknown	Shura	Visual novel	28 min. per ep.	Rx - Hentai	"N/A"	7828	5687	10	327	3359	197	306	1498	120	82	169	364	429	443	266	158	101	107			"Historical
            

             Historical
            
            ,
            
             Mecha
            

             Mecha
            
            ,
            
             Military
            

             Military"						
2946	Angel Core: Tenshi-tachi no Sumika		Action, Hentai, Historical, Mecha, Military	Angel Core	ANGEL CORE エンゼル・コア～天使たちの住処～	OVA	2	Jan 25, 2003 to Apr 25, 2003	Unknown	Blue Eyes	Unknown	Shura	Visual novel	28 min. per ep.	Rx - Hentai	"N/A"	7828	5687	10	327	3359	197	306	1498	120	82	169	364	429	443	266	158	101	107			"Historical
            

             Historical
            
            ,
            
             Mecha
            

             Mecha
            
            ,
            
             Military
            

             Military"						
2963	Minami-ke		Comedy, Slice of Life, CGDCT, School, Seinen	Unknown	みなみけ	TV	13	Oct 8, 2007 to Dec 31, 2007	Fall 2007	Starchild Records, Magic Capsule, Eye Move, Sunny Side Up	Unknown	Daume	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"1290"	1336	171415	1074	7643	87923	5796	5925	64128	5731	11992	21926	18856	7317	3206	946	342	175	190		"Seinen
           

            Seinen"	"CGDCT
           

            CGDCT
           
           ,
           
            School
           

            School"						
2963	Minami-ke		Comedy, Slice of Life, CGDCT, School, Seinen	Unknown	みなみけ	TV	13	Oct 8, 2007 to Dec 31, 2007	Fall 2007	Starchild Records, Magic Capsule, Eye Move, Sunny Side Up	Unknown	Daume	Manga	24 min. per ep.	PG-13 - Teens 13 or older	"1290"	1336	171415	1074	7643	87923	5796	5925	64128	5731	11992	21926	18856	7317	3206	946	342	175	190		"Seinen
           

            Seinen"	"CGDCT
           

            CGDCT
           
           ,
           
            School
           

            School"						
2964	Blue Drop: Tenshi-tachi no Gikyoku		Drama, Girls Love, Sci-Fi, Shounen	Blue Drop	BLUE DROP ～天使達の戯曲～	TV	13	Oct 3, 2007 to Dec 26, 2007	Fall 2007	Pony Canyon, Memory-Tech, Showgate, King Records	Sentai Filmworks	BeSTACK, Asahi Production	Manga	26 min. per ep.	PG-13 - Teens 13 or older	"5599"	3917	30602	110	1391	14627	1287	1945	11352	655	1043	2020	3252	2412	1484	684	309	162	142		"Shounen
            

             Shounen"							
2964	Blue Drop: Tenshi-tachi no Gikyoku		Drama, Girls Love, Sci-Fi, Shounen	Blue Drop	BLUE DROP ～天使達の戯曲～	TV	13	Oct 3, 2007 to Dec 26, 2007	Fall 2007	Pony Canyon, Memory-Tech, Showgate, King Records	Sentai Filmworks	BeSTACK, Asahi Production	Manga	26 min. per ep.	PG-13 - Teens 13 or older	"5599"	3917	30602	110	1391	14627	1287	1945	11352	655	1043	2020	3252	2412	1484	684	309	162	142		"Shounen
            

             Shounen"							
2965	Suteki Tantei Labyrinth		Mystery, Sci-Fi, Shounen	Fantastic Detective Labyrinth	素敵探偵☆ラビリンス	TV	25	Oct 3, 2007 to Mar 26, 2008	Fall 2007	Sotsu	Nozomi Entertainment	Studio Deen	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"5778"	6209	10083	16	777	2569	749	963	5025	166	181	360	634	531	361	134	60	32	49		"Shounen
            

             Shounen"			Fantastic Detective Labyrinth	Fantastic Detective Labyrinth	Fantastic Detective Labyrinth		
2965	Suteki Tantei Labyrinth		Mystery, Sci-Fi, Shounen	Fantastic Detective Labyrinth	素敵探偵☆ラビリンス	TV	25	Oct 3, 2007 to Mar 26, 2008	Fall 2007	Sotsu	Nozomi Entertainment	Studio Deen	Manga	23 min. per ep.	PG-13 - Teens 13 or older	"5778"	6209	10083	16	777	2569	749	963	5025	166	181	360	634	531	361	134	60	32	49		"Shounen
            

             Shounen"			Fantastic Detective Labyrinth	Fantastic Detective Labyrinth	Fantastic Detective Labyrinth		
3059	Ninja Senshi Tobikage		Action, Adventure, Sci-Fi, Mecha, Space	Ninja Robots	忍者戦士飛影	TV	43	Oct 6, 1985 to Jul 27, 1986	Fall 1985	Unknown	Discotek Media	Pierrot	Original	24 min. per ep.	PG-13 - Teens 13 or older	"4054"	8303	4940	19	311	1807	253	275	2294	159	152	250	473	253	145	67	23	10	24			"Mecha
            

             Mecha
            
            ,
            
             Space
            

             Space"						
3059	Ninja Senshi Tobikage		Action, Adventure, Sci-Fi, Mecha, Space	Ninja Robots	忍者戦士飛影	TV	43	Oct 6, 1985 to Jul 27, 1986	Fall 1985	Unknown	Discotek Media	Pierrot	Original	24 min. per ep.	PG-13 - Teens 13 or older	"4054"	8303	4940	19	311	1807	253	275	2294	159	152	250	473	253	145	67	23	10	24			"Mecha
            

             Mecha
            
            ,
            
             Space
            

             Space"						
3300	Romance wa Tsurugi no Kagayaki II		Action, Comedy, Fantasy, Hentai, Mythology	Romance is in the Flash of the Sword II	ロマンスは剣の輝きII	OVA	6	Mar 25, 2001 to Oct 25, 2002	Unknown	Lemon Heart	NuTech Digital, Adult Source Media	Arms, Triple X	Visual novel	29 min. per ep.	Rx - Hentai	"N/A"	10698	2198	4	232	909	117	139	801	61	33	65	118	124	94	63	30	17	25	"Mythology
            

             Mythology"								
